Rating (1-5),Ulasan,text_clean,text_clean_stemming
5,rate sesuai type hotelnya lah yaa bintang 5 👍🏻,rate sesuai type hotel lah ya bintang,rate sesuai type bintang
"4,5",Lokasi dan kamar bagus. Hanya menu breakfast monoton,lokasi dan kamar bagus hanya menu breakfast monoton,menu monoton
5,"Makanan enak, nginep juga ga mahal2 amat",makanan enak menginap juga tidak mahal amat,makan inap mahal
5,"Lokasi - lokasinya di tengah kota, dekat dg mall tunjungan plaza. Sangat mudah ditemukan.  Layanan - petugas hotel sangat ramah, selalu menyapa tamu. Selain itu juga sangat helpful. Saya pinjam setrika langsung diantar ke kamar  Kamar - kamarnya luas, tersedia bathub di dlm kamar mandi. Minusnya hanya toilet nya tanpa hand bidet jd perlu penyesuaian bagi yg tdk terbiasa. - karna ukuran kamar luas jd cocok utk keluarga - fasilitas kamar lengkap. Saran aja utk saluran tv mungkin bs beralih ke smart TV biar lbh modern. - vibes hotelnya kayak hotel jadul. Tp tetap fancy  Makanan - menu sarapan sangat bervariasi dan rasanya juga enak. - restorannya ad outdoor dan indoor.  Overall sangat recommended utk memginap di hotel ini.",lokasi lokasinya di tengah kota dekat dengan mall tunjungan plaza sangat mudah ditemukan layanan petugas hotel sangat ramah selalu menyapa tamu selain itu juga sangat helpful saya pinjam setrika langsung diantar ke kamar kamar kamar luas tersedia bathub di dalam kamar mandi minusnya hanya toilet ya tanpa hand bidet jadi perlu penyesuaian bagi yang tidak terbiasa karena ukuran kamar luas jadi cocok untuk keluarga fasilitas kamar lengkap saran saja untuk saluran tv mungkin bisa beralih ke smart tv biar lebih modern vibes hotel kayak hotel jadul tapi tetap fancy makanan menu sarapan sangat bervariasi dan rasanya juga enak restorannya ada outdoor dan indoor overall sangat recommended untuk memginap di hotel ini,kota mall tunjung plaza temu layan tugas ramah sapa tamu helpful pinjam setrika luas sedia bathub mandi minus toilet hand bidet sesuai ukur luas cocok keluarga lengkap saran salur tv alih smart tv modern vibes jadul fancy makan menu sarap variasi outdoor indoor overall recommended memginap
5,"Kamarnya cukup luas, kalo mau tambah ekstrabed kayaknya bisa bgt. Interiornya memang nuansa tradisional gitu. Di kamar mandi ada bathub dg amenities yg sangat lengkap. Disediakan setrika dan mejanya juga. Sayangnya colokan listriknya minim bgt, kalaupun ada letaknya jauh dari bed.  Breakfast jgn ditanya buanyaaaak bgt variannya, smp bingung mau makan apa. Rasanya juga enak.  Petugas mulai resepsionis, bell boy, security, housekeeping semuanya ramah. Check in dan check out juga prosesnya cepet bgt.",kamar cukup luas kalau mau tambah ekstrabed kayaknya bisa bgt interiornya memang nuansa tradisional gitu di kamar mandi ada bathub dengan amenities yang sangat lengkap disediakan setrika dan mejanya juga sayangnya colokan listriknya minim bgt kalaupun ada letaknya jauh dari bed breakfast jangan ditanya buanyak banget variannya sampai bingung mau makan apa rasanya juga enak petugas mulai resepsionis bell boy security housekeeping semuanya ramah check ini dan check out juga prosesnya cepat bgt,luas ekstrabed interior nuansa tradisional mandi bathub amenities lengkap sedia setrika meja sayang colok listrik minim letak bed buanyak varian bingung makan tugas resepsionis bell boy security housekeeping ramah proses cepat
5,"Pertama kali kesini lamgsung terasa nyaman sama suasananya. Walaupun kaget pertama jalan ke lobby nya pas malem2 agak serem takut kesasar. Staff ramah-ramah dan sigap membantu. Kamar nyaman, ada bathtubnya. Ada juga hair dryer. Dapat kamar dengan view kota yang indah. Lokasi breakfast juga nyaman. Dekat dengan taman, sehingga setelah makan bisa melihat-lihat di taman.",pertama kali kesini lamgsung terasa nyaman sama suasananya walaupun kaget pertama jalan ke lobby ya ketika malem agak seram takut kesasar staff ramah ramah dan sigap membantu kamar nyaman ada bathtubnya ada juga hair dryer dapat kamar dengan view kota yang indah lokasi breakfast juga nyaman dekat dengan taman sehingga setelah makan bisa melihat lihat di taman,kesini lamgsung asa kaget jalan lobby seram takut kesasar ramah ramah sigap bantu bathtubnya hair dryer view kota indah makan
5,"hotel yang representatif. cocok buat anak dan keluarga, aneka makanan dan minuman lengkap, udara segar, layanan ramah kamar yang luas dan bersih",hotel yang representatif cocok buat anak dan keluarga aneka makanan dan minuman lengkap udara segar layanan ramah kamar yang luas dan bersih,representatif cocok keluarga aneka makan minum lengkap udara segar layan ramah luas bersih
5,"One of the best five-stars hotel in Surabaya! 3x nginap disini selalu menyenangkan dan pasti akan kembali lagi. First impression datang amazed karena luas banyak pohon, aromanya calming dan arsitekturnya bagus. Untuk fasilitas banyak bgt yg bisa diexplore, tapi paling suka sama saunanya. Kamarnya luas dan bersih, sayangnya kurang kedap suara. Mungkin yg perlu diperbaiki : aromanya ga sewangi bbrp tahun lalu (obsessed karena baunya enak bgt) dan bfastnya mungkin bisa lebih diupgrade.  But overall great experience",one of the best five stars hotel ini surabaya x nginap di sini selalu menyenangkan dan pasti akan kembali lagi first impression datang amazed karena luas banyak pohon aromanya calming dan arsitekturnya bagus untuk fasilitas banyak banget yang bisa diexplore tapi paling suka sama saunanya kamar luas dan bersih sayangnya kurang kedap suara mungkin yang perlu diperbaiki aromanya tidak sewangi beberapa tahun lalu obsessed karena baunya enak bgt dan bfastnya mungkin bisa lebih diupgrade but overall great experience,one of the five stars surabaya nginap senang first impression amazed luas pohon aroma calming arsitektur diexplore suka sauna luas bersih sayang kedap suara aroma wang obsessed bau bfastnya diupgrade but overall great experience
5,"Kamar luas, bersih, fasilitas lengkap, amenitis lengkap dan berkualitas, kurangnya cuma 1 tdk ada semprotan di toilet. Pdhl semprotan itu oenting buat basuh kaki saat wudhu jg. Pelayanan bagus, sangat ramah. Lokasi strategis tengah kota krn sy nginep disini krn akan mengjadiri upacara 17 Agustus 2024 di gedung negara Grahadi.",kamar luas bersih fasilitas lengkap amenitis lengkap dan berkualitas kurangnya cuma tidak ada semprotan di toilet padahal semprotan itu oenting buat basuh kaki saat wudhu jg pelayanan bagus sangat ramah lokasi strategis tengah kota karena saya menginap di sini karena akan mengjadiri upacara agustus di gedung negara grahadi,luas bersih lengkap amenitis lengkap kualitas semprot toilet semprot oenting basuh kaki wudhu layan ramah strategis kota inap mengjadiri upacara agustus gedung negara grahadi
1,"Beberapa hal setelah bolak-balik ke hotel ini adalah, meskipun saya hanya sekedar menghadiri acara undangan/seminar: 1. Keamanan sangat santai. 2. Parkiran muahal, baik mobil dan motor. 3. Letak genset di jalur orang jalan kaki dari tempat acara-parkiran-tempat ibadah sangat tidak sopan. Pengunjung menghirup racun dari asap genset yang menyala dibawah atap. Harusnya dipindahkan jauh dari area jalan kaki. Jalur pejalan kaki ada pergola supaya tidak panas tapi diletakkan 2 truk genset, sehingga pengunjung harus jalan dibawah terik matahari, kena asap racun di hidung dan pakaian. Rasanya masih jauh kualitas bintang 5 dari Shangrilla. Saya menginap atau menghadiri acara disitu dengan keamanan yang ketat, parkir GRATIS, semua pegawai ramah, tidak ada bau tidak enak di titik manapun. Saya bandingkan dengan shangrilla karena sesama hotel yang berdiri sendiri (tidak dengan mall) dan hotel kuno berkelas bintang 5. Terima kasih",beberapa hal setelah bolak balik ke hotel ini adalah meskipun saya hanya sekedar menghadiri acara undangan seminar keamanan sangat santai parkiran muahal baik mobil dan motor letak genset di jalur orang jalan kaki dari tempat acara parkiran tempat ibadah sangat tidak sopan pengunjung menghirup racun dari asap genset yang menyala dibawah atap harusnya dipindahkan jauh dari area jalan kaki jalur pejalan kaki ada pergola supaya tidak panas tapi diletakkan truk genset sehingga pengunjung harus jalan dibawah terik matahari kena asap racun di hidung dan pakaian rasanya masih jauh kualitas bintang dari shangrilla saya menginap atau menghadiri acara disitu dengan keamanan yang ketat parkir gratis semua pegawai ramah tidak ada bau tidak enak di titik manapun saya bandingkan dengan shangrilla karena sesama hotel yang berdiri sendiri tidak dengan mall dan hotel kuno berkelas bintang terima kasih,bolak dar hadir acara undang seminar aman santai parkir muahal mobil motor letak genset jalur jalan kaki acara parkir ibadah sopan unjung hirup racun asap genset nyala atap pindah area jalan kaki jalur pejal kaki pergola panas letak truk genset unjung jalan terik matahari asap racun hidung kualitas bintang shangrilla inap hadir acara situ aman ketat parkir gratis ramah bau titik banding shangrilla mall kuno kelas bintang terima kasih
5,"Makanan enak, kamar bersih, layanan bagus sesuai bintang hotelnya",makanan enak kamar bersih layanan bagus sesuai bintang hotel,makan bersih layan sesuai bintang
4,"Mungkin bisa dibilang salah satu hotel legend di surabaya dan memang letaknya di pusat kota. Hotel dengan tema resort tapi harganya termasuk terjangkau. Tempatnya adem, asri meskipun memang tergolong hotel lama, tapi fasilitasnya lengkap dan terawat. Meskipun di pusat kota tapi hotelnya masih ada rindang rindang dari pepohonan. Sarapan dengan view hijau pepohonan dan menu masakan nusantara. Kamarnya luas dan dilengkapi bathtub, alat menyetrika dan hairdryer. Suka menginap disini daripada hotel baru dengan nuansa futuristik. Kolam renangnya juga rindang dilengkapi dengan jacuzzi, taman, air terjun, lapangan tenis dan volly. Ada juga lounge dan cafenya. Videonya bukan kayak di surabaya klo nginep disini",mungkin bisa dibilang salah satu hotel legend di surabaya dan memang letaknya di pusat kota hotel dengan tema resort tapi harganya termasuk terjangkau tempatnya adem asri meskipun memang tergolong hotel lama tapi fasilitasnya lengkap dan terawat meskipun di pusat kota tapi hotel masih ada rindang rindang dari pepohonan sarapan dengan view hijau pepohonan dan menu masakan nusantara kamar luas dan dilengkapi bathtub alat menyetrika dan hairdryer suka menginap di sini daripada hotel baru dengan nuansa futuristik kolam renangnya juga rindang dilengkapi dengan jacuzzi taman air terjun lapangan tenis dan volly ada juga lounge dan cafenya videonya bukan kayak di surabaya kalau menginap di sini,bilang salah legend surabaya letak pusat kota tema resort harga jangkau adem asri golong lengkap awat pusat kota rindang rindang pohon sarap view hijau pohon menu masakan nusantara luas lengkap bathtub alat setrika hairdryer suka inap nuansa futuristik renang rindang lengkap jacuzzi air terjun lapang tenis volly lounge cafenya video surabaya inap
5,"Hotel legend yg sangat ramah staf & karyawannya, helpful & suasananya pas bgt utk staycation kelg 👍👍",hotel legend yang sangat ramah staf karyawannya helpful suasananya ketika banget untuk staycation kelg,legend ramah staf karyawannya helpful staycation kelg
5,"Salah satu hotel bintang 5 yang berada di kawasan pusat surabaya, sekitar 1 km sebelah selatan Tunjungan Plaza. Tempatnya strategis, luas kalau masuk ke dalam suasana hijau dan alam nya sangat terasa terutama ketika sarapan pagi di resto nya. Pilihan makannnya cukup oke sih meskipun bukan yang terbaik dibanding hotel bintang 5 lainnya surabaya. Suasana kamarnya juga sipp, kamar cukup luas dan lega, ada bathub nya, view dari kolam renang nya juga bagus. Nyoba hotel ini karena terkahir nginep dsni lebih dari 5 tahun yang lalu (sebelum pandemi). Overall oke dan recomended nginep sini lagi",salah satu hotel bintang yang berada di kawasan pusat surabaya sekitar kamu sebelah selatan tunjungan plaza tempatnya strategis luas kalau masuk ke dalam situasi hijau dan alam ya sangat terasa terutama ketika sarapan pagi di restoran nya pilihan makanya cukup baik sih meskipun bukan yang terbaik dibanding hotel bintang lainnya surabaya situasi kamar juga sipp kamar cukup luas dan lega ada bathub nya view dari kolam renang ya juga bagus mencoba hotel ini karena terkahir menginap disini lebih dari tahun yang lalu sebelum pandemi overall baik dan recomended menginap sini lagi,salah bintang kawasan pusat surabaya belah selatan tunjung plaza strategis luas situasi hijau alam asa utama sarap pagi pilih banding bintang surabaya situasi sipp luas lega bathub view renang terkahir inap pandemi overall recomended inap
4,"Kamarnya old tp masih bagus, luas juga. Kolam renangnya bagus dengan batu² alam nya. Ada jacuzzi air panas juga. Tiap kamar ada shower dan bathtub. Lokasi di tengah Surabaya banget. View nya amazing.  Depositnya kemahalan 500K, TV nya kekecilan buat kamar segede ini. Bisa kali upgrade ke SmartTV atau AndroidTV biar makin nyaman. Peralatan mandi gak ergonomis buat dipake. Sayangnya ga ada jet shower di toilet (cuma eco washer). Breakfast is the face of a hotel. And this time i think this hotel can't face me anymore. Dimana sarapan yang enak dahulu? Skrg ada yg enak, ada yg gak, ada yg biasa aja. Sayang bgt gak kayak th 2019 yg enak semua.",kamar old tapi masih bagus luas juga kolam renangnya bagus dengan batu alam nya ada jacuzzi air panas juga tiap kamar ada shower dan bathtub lokasi di tengah surabaya banget view ya amazing depositnya kemahalan k tv ya kekecilan buat kamar segede ini bisa kali upgrade ke smarttv atau androidtv biar makin nyaman peralatan mandi tidak ergonomis buat dipake sayangnya tidak ada jet shower di toilet cuma eco washer breakfast is the face of a hotel and this time i think this hotel can t face me anymore dimana sarapan yang enak dahulu sekarang ada yang enak ada yang gak ada yang biasa aja sayang banget tidak kayak tahu yang enak semua,old luas renang batu alam jacuzzi air panas shower bathtub surabaya view amazing deposit mahal tv gede upgrade smarttv androidtv alat mandi ergonomis dipake sayang jet shower toilet eco washer is the face of and this time think this can face me anymore sarap sayang
4,"Cuman 1 aja, handuknya tipis. Hari kedua handuk minta diganti dan dapat yg agak lebih tebal. Kolam renang memang sudah tua, tapi buat saya gak ngaruh. Rasa makanan untuk breakfast masih tergolong ok, tapi pilihan gak berubah, banyak sekali. Buah2an dan kue nya enak. Oiya, ac nya terlalu dingin. Setting-an di locked. Jadi tetap lari ke 20°. Buat saya terlalu dingin. Overall, selalu suka nginep disini klo ke surabaya.",cuman aja handuknya tipis hari kedua handuk meminta diganti dan dapat yang agak lebih tebal kolam renang memang sudah tua tapi buat saya tidak ngaruh rasa makanan untuk breakfast masih tergolong ok tapi pilihan tidak berubah banyak sekali buahan dan kue ya enak oiya ac ya terlalu dingin setting an di locked jadi tetap lari ke buat saya terlalu dingin overall selalu suka menginap di sini kalau ke surabaya,cuman handuk tipis handuk ganti tebal renang tua ngaruh makan golong pilih ubah buah kue oiya ac dingin setting an locked lari dingin overall suka inap surabaya
5,"Kalo baca sejarahnya, awalnya adalah Hyatt di tahun 1979, megah banget bangunannya. Kamarnya enak, sarapannya apalagi. Puas banget di sini. Yang bikin kaget deposit di awal 500k, biasanya maksimal 300k loh kalo hotel yang ada depositnya 🤭 tp overall puas lahh",kalau baca sejarahnya awalnya adalah hyatt di tahun megah banget bangunannya kamar enak sarapannya apalagi puas banget di sini yang bikin kaget deposit di awal k biasanya maksimal k loh kalau hotel yang ada depositnya tapi overall puas lah,baca sejarah hyatt megah bangun sarap puas kaget deposit maksimal deposit overall puas
5,"Lokasi strategis, menu breakfast bervariasi. Langganan jika ke surabaya",lokasi strategis menu breakfast bervariasi langganan jika ke surabaya,strategis menu variasi langgan surabaya
5,"Bumi Surabaya City Resort adalah hotel bintang lima yang menawarkan pengalaman menginap mewah di jantung kota Surabaya. Dikenal dengan layanan berkualitas tinggi dan fasilitas lengkap, hotel ini menjadi pilihan utama bagi pelancong bisnis dan wisatawan. Berikut adalah deskripsi lebih rinci tentang Bumi Surabaya City Resort:  1. **Lokasi**: - Berlokasi di Jalan Jenderal Basuki Rahmat No. 106-128, Surabaya. - Letaknya strategis di pusat kota, dekat dengan berbagai pusat perbelanjaan, kawasan bisnis, dan tempat-tempat menarik lainnya seperti Tunjungan Plaza dan Monumen Kapal Selam.  2. **Akomodasi**: - Menawarkan berbagai tipe kamar dan suite yang elegan dan luas, termasuk Deluxe Room, Executive Room, dan Presidential Suite. - Setiap kamar dilengkapi dengan fasilitas modern seperti TV layar datar, Wi-Fi gratis, minibar, brankas, dan meja kerja. - Kamar mandi mewah dengan bathtub, shower, perlengkapan mandi premium, dan pengering rambut.  3. **Fasilitas dan Layanan**: - **Restoran dan Bar**: Beberapa pilihan tempat makan yang menyajikan masakan lokal dan internasional, termasuk Kizahashi (restoran Jepang), Arumanis (restoran prasmanan), dan Siti Inggil (restoran prasmanan Indonesia). - **Pusat Kebugaran**: Pusat kebugaran yang lengkap dengan peralatan modern untuk kebugaran dan kesehatan. - **Kolam Renang**: Kolam renang outdoor yang luas dikelilingi oleh taman tropis yang indah, ideal untuk bersantai. - **Spa dan Sauna**: Layanan spa dan sauna untuk relaksasi dan peremajaan tubuh. - **Ruang Pertemuan dan Konferensi**: Fasilitas pertemuan dan ruang konferensi yang dilengkapi dengan teknologi terbaru, cocok untuk acara bisnis dan pertemuan. - **Taman dan Area Rekreasi**: Area taman yang luas dan hijau, menawarkan suasana yang tenang dan menyegarkan di tengah kota.  4. **Desain dan Suasana**: - Desain interior yang elegan dengan sentuhan modern dan tradisional, menciptakan suasana mewah dan nyaman. - Lobi yang luas dan artistik dengan dekorasi khas Indonesia, memberikan kesan pertama yang mengesankan.  5. **Pengalaman Bersantap**: - Berbagai pilihan restoran yang menawarkan pengalaman kuliner yang beragam dan berkualitas tinggi. - Bar dan lounge yang menyajikan berbagai minuman, dari koktail hingga teh sore.  6. **Keunggulan**: - Lokasi yang sangat strategis di pusat kota, memudahkan akses ke berbagai destinasi utama di Surabaya. - Layanan yang ramah dan profesional, memastikan setiap tamu mendapatkan pengalaman menginap yang tak terlupakan. - Fasilitas lengkap dan berkualitas tinggi, menjadikannya pilihan ideal untuk berbagai jenis pelancong, baik untuk bisnis maupun rekreasi.  Bumi Surabaya City Resort adalah pilihan yang sempurna bagi mereka yang mencari akomodasi mewah dengan fasilitas lengkap dan layanan terbaik di Surabaya. Hotel ini menawarkan kombinasi sempurna antara kenyamanan, kemewahan, dan kemudahan akses ke berbagai atraksi kota.  Salam bisnis Sakura Jaya Bearing Jl. Koblen kav e no 5 Surabaya",bumi surabaya city resort adalah hotel bintang lima yang menawarkan pengalaman menginap mewah di jantung kota surabaya dikenal dengan layanan berkualitas tinggi dan fasilitas lengkap hotel ini menjadi pilihan utama bagi pelancong bisnis dan wisatawan berikut adalah deskripsi lebih rinci tentang bumi surabaya city resort lokasi berlokasi di jalan jenderal basuki rahmat no surabaya letaknya strategis di pusat kota dekat dengan berbagai pusat perbelanjaan kawasan bisnis dan tempat tempat menarik lainnya seperti tunjungan plaza dan monumen kapal selam akomodasi menawarkan berbagai tipe kamar dan suite yang elegan dan luas termasuk deluxe room executive room dan presidential suite setiap kamar dilengkapi dengan fasilitas modern seperti tv layar datar wi fi gratis minibar brankas dan meja kerja kamar mandi mewah dengan bathtub shower perlengkapan mandi premium dan pengering rambut fasilitas dan layanan restoran dan bar beberapa pilihan tempat makan yang menyajikan masakan lokal dan internasional termasuk kizahashi restoran jepang arumanis restoran prasmanan dan siti inggil restoran prasmanan indonesia pusat kebugaran pusat kebugaran yang lengkap dengan peralatan modern untuk kebugaran dan kesehatan kolam renang kolam renang outdoor yang luas dikelilingi oleh taman tropis yang indah ideal untuk bersantai spa dan sauna layanan spa dan sauna untuk relaksasi dan peremajaan tubuh ruang pertemuan dan konferensi fasilitas pertemuan dan ruang konferensi yang dilengkapi dengan teknologi terbaru cocok untuk acara bisnis dan pertemuan taman dan area rekreasi area taman yang luas dan hijau menawarkan situasi yang tenang dan menyegarkan di tengah kota desain dan suasana desain interior yang elegan dengan sentuhan modern dan tradisional menciptakan situasi mewah dan nyaman lobi yang luas dan artistik dengan dekorasi khas indonesia memberikan kesan pertama yang mengesankan pengalaman bersantap berbagai pilihan restoran yang menawarkan pengalaman kuliner yang beragam dan berkualitas tinggi bar dan lounge yang menyajikan berbagai minuman dari koktail hingga teh sore keunggulan lokasi yang sangat strategis di pusat kota memudahkan akses ke berbagai destinasi utama di surabaya layanan yang ramah dan profesional memastikan setiap tamu mendapatkan pengalaman menginap yang tidak terlupakan fasilitas lengkap dan berkualitas tinggi menjadikannya pilihan ideal untuk berbagai jenis pelancong baik untuk bisnis maupun rekreasi bumi surabaya city resort adalah pilihan yang sempurna bagi mereka yang mencari akomodasi mewah dengan fasilitas lengkap dan layanan terbaik di surabaya hotel ini menawarkan kombinasi sempurna antara kenyamanan kemewahan dan kemudahan akses ke berbagai atraksi kota salam bisnis sakura jaya bearing jl koblen kav e no surabaya,bumi surabaya city resort bintang tawar alam inap mewah jantung kota surabaya kenal layan kualitas lengkap pilih utama lancong bisnis wisatawan deskripsi rinci bumi surabaya city resort jalan jenderal basuki rahmat no surabaya letak strategis pusat kota pusat belanja kawasan bisnis tarik tunjung plaza monumen kapal selam akomodasi tawar tipe suite elegan luas deluxe room executive room presidential suite lengkap modern tv layar datar wi fi gratis minibar brankas meja mandi mewah bathtub shower lengkap mandi premium ering rambut layan bar pilih makan saji masakan lokal internasional kizahashi jepang arumanis prasmanan siti inggil prasmanan indonesia pusat bugar pusat bugar lengkap alat modern bugar sehat renang renang outdoor luas keliling tropis indah ideal santa spa sauna layan spa sauna relaksasi remaja tubuh ruang temu konferensi temu ruang konferensi lengkap teknologi cocok acara bisnis temu area rekreasi area luas hijau tawar situasi tenang segar kota desain desain interior elegan sentuh modern tradisional cipta situasi mewah lobi luas artistik dekorasi khas indonesia kesan kesan alam santap pilih tawar alam kuliner agam kualitas bar lounge saji minum koktail teh sore unggul strategis pusat kota akses destinasi utama surabaya layan ramah profesional tamu alam inap lengkap kualitas pilih ideal jenis lancong bisnis rekreasi bumi surabaya city resort pilih sempurna akomodasi mewah lengkap layan surabaya tawar kombinasi sempurna mewah akses atraksi kota bisnis sakura jaya bearing koblen kav no surabaya
5,"Harga affordable untuk hotel bintang 5. Kamar luas, bath tub besar dan nyaman, amenities lengkap. Bed besar dan nyaman, bisa tidur nyenyak. Kebersihan standar, kualitas menu sarapan oke aja. Outdoor hotel bagus banget, ada kolam ikan bisa kasi makan, pool dll. Hospitality agak kurang.",harga affordable untuk hotel bintang kamar luas bath tub besar dan nyaman amenities lengkap bed besar dan nyaman bisa tidur nyenyak kebersihan standar kualitas menu sarapan baik aja outdoor hotel bagus banget ada kolam ikan bisa kasih makan pool dll hospitality agak kurang,harga affordable bintang luas bath tub amenities lengkap bed tidur nyenyak bersih standar kualitas menu sarap outdoor ikan kasih makan pool hospitality
5,Paling nyaman di surabaya. Suasana resto seakan menyatu dengan alam,paling nyaman di surabaya situasi restoran seakan menyatu dengan alam,surabaya situasi alam
5,"Nyaman, bersih, kamar besar lengkap sampai sajada di siapin. Mantap",nyaman bersih kamar besar lengkap sampai sajada di siapin mantap,bersih lengkap sajada siapin
5,Sudah 2 kali disini. Selalu merasa tenang dan nyaman 🤩,sudah kali disini selalu merasa tenang dan nyaman,tenang
4,"salah satu hotel bintang 5 yang sangat oke dan strategis dekat dengan TP, kebersihannya juga oke, breakfastnya cukup variatif dan enak. Para staffnya sangat ramah, namun untuk air panas saat pagi malah tidak nyalaa?  dan untuk masalah parkir saya kira dibantu diparkirkan seperti hotel 5 pada umumnya ternyata itu valet dan harus bayar, mohon kedepannya diinformasikan bahwa itu parkir valet sehingga tidak miskomunikasi karena tidak ada arahan untuk parkir dimana bagi yg menginap",salah satu hotel bintang yang sangat baik dan strategis dekat dengan tp kebersihannya juga oke breakfastnya cukup variatif dan enak para staffnya sangat ramah namun untuk air panas saat pagi malah tidak nyalaa dan untuk masalah parkir saya kira dibantu diparkirkan seperti hotel pada umumnya ternyata itu valet dan harus bayar mohon kedepannya diinformasikan bahwa itu parkir valet sehingga tidak miskomunikasi karena tidak ada arahan untuk parkir dimana bagi yang menginap,salah bintang strategis bersih breakfastnya variatif staffnya ramah air panas pagi nyalaa parkir bantu parkir valet bayar informasi parkir valet miskomunikasi arah parkir inap
5,"kerenn bgtt!! stay 4 harii disini dan bener"" worth it laa sama harganya. lokasinya strategis deket sama tp, hotelnya luaassss bangettt, servicenya juaraa sama ramah2 semuaa. kamarnya luass sihh, acnya jga berfungsi baikk. disediain setrika di kamar, ada timbangan digital juga wkwk, sandalnya juga premium yg ga gampang rusak gtuu wkwk. pilihan menu breakfastnya banyak dan enak"" juga si apalagi bagian dessertnya. next bakal kesini lagii kl lagi berkunjung ke surabaya",keren bgtt stay harii di sini dan benar benar worth itu lah sama harganya lokasinya strategis dekat sama tp hotel luaas banget servicenya juaraa sama ramah semuaa kamar luass sihh acnya juga berfungsi baikk disediain setrika di kamar ada timbangan digital juga wkwk sandalnya juga premium yang tidak gampang rusak begitu wkwk pilihan menu breakfastnya banyak dan enak juga sih apalagi bagian dessertnya next bakal kesini lagi kalau lagi berkunjung ke surabaya,keren bgtt stay worth harga strategis luaas servicenya juaraa ramah semuaa luass sihh acnya fungsi baikk ain setrika timbang digital sandal premium gampang rusak pilih menu breakfastnya dessertnya next kesini kunjung surabaya
4,Lokasi strategis Surabaya Pusat. Dekat ke banyak pusat aktivitas. Service untuk hotel bintang 5 sangat baik namun masih bisa ditingkatkan. Ramah cekatan dan gesit dalam melayani. Harga relatif murah utk kelas nya. Untuk menu breakfast standard namun sangat variatif. Utk kebersihan 8 out of 10 karna banyak debu terbang. Kamar sangat terlihat jelas ini adalah hotel vintage tetapi sangat nyaman. Ranjang nya enak dan ac cukup dingin.,lokasi strategis surabaya pusat dekat ke banyak pusat aktivitas service untuk hotel bintang sangat baik namun masih bisa ditingkatkan ramah cekatan dan gesit dalam melayani harga relatif murah untuk kelas nya untuk menu breakfast standard namun sangat variatif untuk kebersihan out of karena banyak debu terbang kamar sangat terlihat jelas ini adalah hotel vintage tetapi sangat nyaman ranjang ya enak dan ac cukup dingin,strategis surabaya pusat pusat aktivitas service bintang tingkat ramah cekat gesit layan harga relatif murah kelas menu standard variatif bersih of debu terbang vintage ranjang ac dingin
5,"Lokasi strategis di pusat kota / jl. Basuki rahmat  Jika kesini di hari weekend, jl depan hotel untuk car free day.  Dekat dengan pusat kuliner, 200 meter tersedia indomart.  Resort yang nyaman, dengan pelayanan yang ramah.  Tersedia gym, pool, lapangan tennis, jacuzzi .  Resto nya mengusung konsep pasar pagi, Dengan menu yang beragam.  live music di lounge pada malam hari. Tersedia buffet dinner 200rb’an/pax  Ada deposit 500.000,- saat check in Cash / cc Belom bisa qris.",lokasi strategis di pusat kota jl basuki rahmat jika kesini di hari weekend jl depan hotel untuk car free day dekat dengan pusat kuliner meter tersedia indomart resort yang nyaman dengan pelayanan yang ramah tersedia gym pool lapangan tennis jacuzzi restoran ya mengusung konsep pasar pagi dengan menu yang beragam live music di lounge pada malam hari tersedia buffet dinner rb an pax ada deposit saat check ini cash cc belum bisa qris,strategis pusat kota basuki rahmat kesini weekend car free day pusat kuliner meter sedia indomart resort layan ramah sedia gym pool lapang tennis jacuzzi usung konsep pasar pagi menu agam live music lounge malam sedia buffet dinner rb an pax deposit cash cc qris
4,Disini utk makan AYCE. Menu cukup beragam dan lumayan,di sini untuk makan ayce menu cukup beragam dan lumayan,makan ayce menu agam lumayan
5,Hotel yg tetap menjaga kualitas pelayanan meskipun berganti nama,hotel yang tetap menjaga kualitas pelayanan meskipun berganti nama,jaga kualitas layan ganti
4,"Hotel yang diresmikan sejak tahun 1996 merupakan pioneer hotel bintang 5 di Surabaya yang terletak di pusat kota Surabaya. Hotel ini sangat luas dengan fasilitas yang sangat banyak, kolam renang, spa, jacuzi, whirpool, sauna, gym, tennis, dan kolam renang yang cukup luas. Sayang dengan pertambahan usia hotel manajemen hotel tidak melakukan perawatan yang mumpuni baik terhadap bangunan dan kamar. AC yang kurang dingin, kondisi karpet yang sudah kusam. Disamping kekurangan tentunya ada kelebihan yakni kamar yang luas, dan makanan yang enak. Semoga kedepan hotel ini bisa mengupgrade menjadi lebih baik.",hotel yang diresmikan sejak tahun merupakan pioneer hotel bintang di surabaya yang terletak di pusat kota surabaya hotel ini sangat luas dengan fasilitas yang sangat banyak kolam renang spa jacuzi whirpool sauna gym tennis dan kolam renang yang cukup luas sayang dengan pertambahan usia hotel manajemen hotel tidak melakukan perawatan yang mumpuni baik terhadap bangunan dan kamar ac yang kurang dingin kondisi karpet yang sudah kusam disamping kekurangan tentunya ada kelebihan yakni kamar yang luas dan makanan yang enak semoga kedepan hotel ini bisa mengupgrade menjadi lebih baik,resmi pioneer bintang surabaya letak pusat kota surabaya luas renang spa jacuzi whirpool sauna gym tennis renang luas sayang usia manajemen awat mumpuni bangun ac dingin kondisi karpet kusam samping luas makan moga mengupgrade
